,A,B,C,G,R,X6,X8
488,10,601.93,549.82,93.78,215,67.4419,0.1414
489,11,588.97,549.82,93.78,268,42.5373,0.1415
490,11,578.17,539.82,93.78,137,43.7956,0.2118
491,10,593.55,539.82,89.58,429,22.3776,0.2457
492,8,585.32,549.82,89.58,544,45.7721,0.1395
493,8,663.27,549.82,54.56,8208,38.7427,0.1403
494,9,1017.44,909.7,54.07,1535,36.7427,0.2912
495,8,989.31,889.7,54.56,881,68.2179,0.3249
496,8,1015.38,889.7,54.56,867,89.15799999999999,0.2814
497,9,1038.17,979.67,54.56,712,83.1461,0.3211
498,8,1031.88,929.69,52.19,1346,42.422,0.2872
499,7,1028.18,919.69,52.19,1689,60.1539,0.2882
500,5,990.74,909.7,55.06,1192,77.6846,0.2884
501,7,952.1,769.74,55.06,2080,42.9808,0.2898
502,7,798.88,659.78,58.27,3074,17.9896,0.1788
503,9,811.44,659.78,60.02,1081,41.6281,0.1408
504,7,991.1,869.71,52.19,1592,47.1734,0.2883
505,7,1060.8,949.68,52.19,2660,53.4962,0.2538
506,8,1044.84,939.69,52.65,1562,73.5595,0.2481
507,8,1002.88,879.71,54.56,2728,26.0997,0.3205
508,8,1015.02,879.71,54.56,2103,23.0147,0.2815
509,8,1024.47,929.69,54.56,1283,54.8714,0.3254
510,7,1025.58,929.69,51.74,1347,61.8411,0.2889
511,6,1032.35,939.69,55.57,569,42.8822,0.3353
512,7,1029.29,949.68,55.06,710,74.2254,0.3239
513,7,1011.81,939.69,55.06,1308,90.4434,0.3177
514,7,1022.16,939.69,54.56,962,85.8628,0.3145
515,7,1019.66,919.69,54.56,921,82.9533,0.3152
516,8,1037.73,919.69,50.86,1911,57.7708,0.2965
517,8,1071.18,959.68,52.65,1839,82.1642,0.1795
518,8,1039.28,919.69,52.65,2050,68.6829,0.1782
519,7,1021.8,919.69,53.59,1820,88.4066,0.2796
520,5,986.34,729.76,53.59,2493,90.4533,0.3004
521,10,982.67,639.79,39.75,24259,62.3727,0.1018
522,8,1027.75,779.74,39.75,41453,58.0802,0.139
523,6,1020.73,909.7,54.56,1616,66.0272,0.2799
524,7,1040.76,949.68,53.12,1380,69.7826,0.2847
525,7,1056.57,949.68,53.12,1120,59.1071,0.2912
526,6,1081.95,979.67,51.74,1152,82.9861,0.2844
527,7,1077.33,989.67,51.74,1219,82.0345,0.2856
528,6,1045.42,949.68,53.59,1393,70.4235,0.2943
529,6,1026.69,949.68,55.06,1375,86.7636,0.2886
530,8,1000.02,799.73,55.57,2463,76.4109,0.1429
531,8,992.88,799.73,55.06,2043,86.7841,0.1439
532,7,975.54,879.71,55.06,1129,79.9823,0.3181
533,7,1002.26,879.71,54.56,1536,70.5729,0.2956
534,7,1032.99,939.69,53.59,1843,64.7314,0.2868
535,8,1025.37,939.69,53.59,1000,82.3,0.2786
536,8,1015.22,919.69,55.06,583,31.9039,0.3283
537,8,998.93,919.69,55.06,853,75.1465,0.2966
538,7,977.26,829.72,56.62,1644,57.5426,0.2823
539,7,955.89,829.72,58.27,1375,78.9091,0.1443
540,6,951.02,889.7,59.43,743,91.1171,0.2804
541,6,950.03,889.7,58.27,713,72.0898,0.2904
542,7,962.44,899.7,58.27,899,67.6307,0.2866
543,7,970.71,889.7,58.27,1013,95.8539,0.2842
544,8,968.3,919.69,57.71,694,90.634,0.3205
545,8,962.44,869.71,57.71,1154,64.2981,0.3225
546,7,958.65,869.71,57.71,943,68.5048,0.2878
547,8,939.69,859.71,57.16,1231,67.9935,0.2838
548,7,950.35,859.71,57.16,1647,60.9593,0.2806
549,7,970.71,879.71,57.71,1368,62.2076,0.2842
550,5,993.6,879.71,54.07,1637,53.5125,0.2876
551,7,979.33,829.72,54.07,2194,31.4494,0.2113
552,6,987.6,859.71,56.09,1241,70.3465,0.3142
553,5,1024.47,949.68,55.57,1023,84.1642,0.2892
554,7,1026.69,899.7,55.06,1636,74.3276,0.2886
555,7,940.03,399.87,53.12,9954,68.8467,0.1834
556,8,941.02,399.87,53.12,9442,78.172,0.2125
557,7,955.35,879.71,56.62,1146,53.8394,0.314
558,10,980.36,859.71,54.56,1928,48.3402,0.2462
559,7,1029.66,879.71,52.65,1064,71.8045,0.1439
560,9,1069.64,1009.66,52.65,716,55.3073,0.2157
561,8,1079.26,1009.66,53.12,651,84.639,0.3207
562,8,1063.11,899.7,52.19,1565,71.8211,0.3256
563,8,1068.87,899.7,51.3,1818,64.6865,0.2879
564,7,1053.88,859.71,51.3,2912,49.9313,0.146
565,7,1050.42,859.71,52.19,2751,49.4366,0.1465
566,7,1094.63,999.67,51.74,794,69.7733,0.2811
567,8,1126.02,1029.66,44.46,2033,56.2715,0.2487
568,6,1132.12,1039.65,50.44,937,57.9509,0.2576
569,7,1123.23,1049.65,50.44,646,64.5511,0.1425
570,8,1047.43,799.73,52.19,3670,27.2207,0.2829
571,6,1015.22,799.73,52.65,2840,47.4296,0.1459
572,7,1046.57,949.68,51.3,1166,62.4357,0.2573
573,8,1090.41,1019.66,49.6,1312,51.6006,0.2116
574,9,984.84,779.74,49.6,2415,40.7867,0.1401
575,9,865.96,779.74,57.16,1331,31.4801,0.2165
576,7,890.33,379.87,54.07,9345,85.9069,0.1755
577,8,990.03,379.87,50.86,11228,92.4653,0.2886
578,7,1064.26,899.7,50.86,2461,66.0301,0.1807
579,8,972.09,779.74,54.07,4388,53.4868,0.2483
580,9,938.02,779.74,54.07,3177,71.0104,0.2488
581,8,964.16,809.73,56.09,1893,34.4955,0.2146
582,9,911.36,779.74,58.27,1795,36.0446,0.1829
583,7,942.02,779.74,56.09,2217,30.4465,0.1769
584,7,1000.38,819.73,53.59,2613,54.8412,0.2142
585,7,1061.57,689.77,43.81,8166,62.3684,0.1812
586,8,954.68,689.77,43.81,11262,60.9217,0.1397
587,9,812.59,659.78,53.59,2300,32.9565,0.1406
588,8,850.02,659.78,58.27,3045,50.3448,0.2139
589,7,995.22,799.73,48.8,3215,67.9627,0.2233
590,7,1056.19,889.7,48.8,2801,32.7026,0.1457
591,7,975.19,659.78,44.46,4383,64.1798,0.1414
592,9,956.01,429.86,44.46,10002,95.6809,0.3138
593,10,1029.66,909.7,48.02,4230,40.3783,0.2518
594,9,1068.04,959.68,48.02,4061,26.1512,0.2247
595,7,1066.57,949.68,48.4,3766,33.2183,0.1442
596,7,1035.21,899.7,49.2,3143,49.825,0.1431
597,10,1056.96,909.7,47.26,3990,44.1855,0.182
598,8,1115.63,959.68,47.26,3130,84.37700000000001,0.2151
599,9,1133.37,949.68,45.82,3413,80.6622,0.1471
600,7,1144.42,949.68,45.82,2707,73.0698,0.2796
601,9,1011.14,799.73,48.4,3155,78.225,0.1832
602,9,942.02,799.73,55.57,2974,47.1419,0.2123
603,9,965.54,349.88,50.86,8047,73.021,0.1429
604,10,1028.92,939.69,50.02,2656,49.2846,0.18
605,9,971.74,809.73,50.02,2296,19.9913,0.1774
606,9,940.38,809.73,56.09,1073,24.8835,0.2934
607,9,954.85,489.84,55.06,7141,59.0113,0.2167
608,9,1010.38,489.84,51.3,6070,77.0016,0.1414
609,7,1121.23,1009.66,47.63,2056,53.0156,0.2854
610,9,998.95,339.89,47.63,18349,73.0667,0.28600000000000003
611,9,976.92,339.89,50.44,13939,65.1338,0.2471
612,7,1062.72,969.68,46.89,1343,62.8444,0.2172
613,7,1068.49,649.78,38.97,19100,87.5497,0.21600000000000003
614,7,1075.41,649.78,38.97,16193,81.0721,0.2861
615,6,1098.43,1029.66,51.74,464,54.3103,0.2913
616,7,1049.65,879.71,52.19,1316,40.3495,0.1466
617,10,967.95,339.89,48.02,14356,78.6849,0.3206
618,11,963.13,339.89,53.59,9389,74.108,0.3222
619,9,963.82,889.7,57.16,685,52.9927,0.322
620,8,925.82,849.72,60.63,1076,34.5725,0.2787
621,8,954.02,849.72,56.62,1287,62.7817,0.3145
622,7,1010.38,949.68,51.3,1267,52.8019,0.2121
623,8,1015.59,959.68,51.3,1203,61.0141,0.1459
624,8,990.38,929.69,55.57,287,68.2927,0.2885
625,8,1016.8,929.69,48.02,2820,41.8085,0.1756
626,7,1018.95,449.85,48.02,13629,69.5135,0.1402
627,6,1056.96,869.71,39.23,8374,66.3363,0.2183
628,9,1108.03,869.71,39.23,10418,72.9411,0.1805
629,11,1092.84,979.67,48.4,4272,65.824,0.183
630,9,1078.1,989.67,48.4,3100,59.6452,0.1427
631,7,1104.03,989.67,49.2,3088,71.7293,0.2899
632,7,1091.24,999.67,49.2,2708,65.3619,0.2199
633,8,1069.27,849.72,46.89,3656,47.8392,0.1386
634,8,996.81,769.74,46.89,6203,54.4414,0.2508
635,7,938.72,689.77,52.19,3706,34.2418,0.1375
636,7,968.64,689.77,55.06,2726,63.2062,0.1424
637,7,997.52,899.7,54.07,986,47.0588,0.358
638,9,966.23,899.7,57.71,840,70.9524,0.2855
639,9,939.69,789.74,58.27,1446,30.4288,0.2936
640,9,930.36,789.74,58.27,2324,33.9071,0.1433
641,10,963.47,839.72,56.62,1979,42.951,0.1432
642,10,961.35,839.72,56.62,1693,34.7903,0.3467
643,7,883.9,759.75,58.27,1678,52.5626,0.292
644,6,882.21,759.75,61.24,1141,55.0394,0.3188
645,6,897.2,809.73,61.24,1477,36.8991,0.3483
646,6,882.83,809.73,59.43,1646,40.2187,0.2832
647,7,879.39,799.73,61.24,1390,28.705,0.3554
648,8,804.18,579.81,59.43,3399,15.1515,0.1727
649,12,737.91,579.81,61.24,3949,33.7301,0.1427
650,8,728.26,589.8,62.52,4132,14.908,0.1373
651,8,700.01,449.85,63.85,2282,38.1245,0.3484
652,10,733.35,449.85,63.85,2463,52.497,0.1748
653,12,823.15,469.84,52.19,7704,71.7679,0.2083
654,14,876.27,739.75,52.19,4351,45.5527,0.1783
655,9,833.55,739.75,53.59,3789,40.9607,0.2117
656,8,892.37,749.75,53.59,4915,33.7335,0.2988
657,10,976.57,819.73,50.02,2427,66.6255,0.3531
658,10,987.17,839.72,50.02,3977,54.2369,0.3256
659,10,1014.48,839.72,53.12,1920,47.6042,0.2191
660,9,1043.36,959.68,53.12,1210,82.1488,0.3195
661,8,988.64,859.71,54.56,1735,55.1585,0.3139
662,7,916.69,769.74,55.57,2587,66.5249,0.2909
663,7,958.99,769.74,54.07,3377,34.1427,0.2517
664,7,1034.84,919.69,52.65,1501,77.1486,0.1432
665,8,1068.49,919.69,50.44,1952,73.207,0.324
666,8,1054.83,979.67,50.44,977,79.6315,0.2107
667,7,992.08,799.73,53.12,2095,37.4702,0.2086
668,7,966.23,799.73,56.09,2355,41.0191,0.1428
669,8,991.1,829.72,55.06,2142,66.9001,0.1441
670,8,1006.33,829.72,53.12,1578,66.4766,0.1472
671,9,1027.44,889.7,53.12,1350,57.1111,0.3244
672,6,979.67,759.75,55.57,3852,46.9107,0.2112
673,8,953.02,809.73,56.09,2427,68.8916,0.2798
674,7,967.53,809.73,54.07,1826,59.31,0.1477
675,8,988.6,859.71,54.07,3260,41.4724,0.1445
676,8,979.67,829.72,54.56,3254,53.4726,0.2464
677,7,1002.17,829.72,54.56,2230,86.3677,0.2495
678,9,977.53,869.71,55.06,1361,62.3071,0.2923
679,9,949.35,739.75,55.06,2608,58.3972,0.2809
680,7,881.27,709.76,55.57,3288,40.7847,0.2482
681,8,884.08,709.76,55.57,5432,18.2437,0.2121
682,8,961.35,799.73,53.59,5313,45.4734,0.1387
683,9,950.35,729.76,53.59,5320,40.094,0.2455
684,8,922.03,729.76,54.56,3380,49.2308,0.2531
685,9,1020.4,869.71,47.26,3483,74.0454,0.2541
686,10,984.67,569.81,46.17,13070,75.3711,0.2902
687,8,956.58,569.81,46.17,7480,96.3503,0.2884
688,8,964.85,879.71,55.06,524,81.1069,0.2859
689,8,915.03,859.71,60.02,453,64.2384,0.3279
690,8,938.02,859.71,59.43,876,81.2785,0.3198
691,10,826.3,379.87,59.43,5785,67.191,0.1383
692,9,725.14,379.87,61.88,5699,57.0275,0.1414
693,8,785.02,569.81,61.88,6360,25.0157,0.1415
694,8,820.61,729.76,63.85,1928,33.9212,0.1434
695,9,773.26,629.79,63.85,1504,35.5053,0.1398
696,9,787.24,369.88,38.23,19105,64.7213,0.3529
697,9,728.99,369.88,38.23,20534,74.0479,0.3166
698,12,636.23,519.83,50.44,7428,68.0264,0.2096
699,12,626.53,519.83,49.2,13487,71.5875,0.2082
700,8,568.61,499.83,49.2,8011,64.34899999999999,0.2814
701,9,553.28,499.83,75.97,1785,18.0952,0.139
702,11,593.76,499.83,57.16,5542,52.2014,0.2456
703,13,688.34,349.88,49.6,13715,54.0576,0.3459
704,11,741.33,349.88,46.17,21579,60.8647,0.3195
705,9,687.33,629.79,46.17,8447,69.0304,0.2839
706,10,698.06,359.88,58.27,5071,49.5957,0.3145
707,9,738.47,359.88,58.27,4965,41.0473,0.3472
708,7,732.83,659.78,73.2,982,28.6151,0.2799
709,12,744.62,629.79,45.82,9083,67.0483,0.3099
710,13,722.58,609.8,43.81,10149,67.2677,0.1419
711,10,676.44,569.81,43.81,14929,53.1114,0.1408
712,8,699.28,569.81,61.24,3079,29.3277,0.1395
713,9,738.67,589.8,62.52,4253,29.9083,0.3293
714,8,780.04,489.84,38.47,20685,58.0614,0.2331
715,10,914.87,489.84,38.47,23286,88.229,0.1508
716,8,1049.65,949.68,49.2,1419,65.2572,0.1764
717,7,1067.72,969.68,48.02,1698,48.351000000000006,0.3242
718,9,1100.03,979.67,48.02,1189,70.8158,0.2545
719,8,1148.78,1109.63,49.2,595,71.2605,0.3264
720,7,1149.2,1099.63,49.2,541,55.6377,0.3263
721,6,1149.2,1099.63,49.6,201,63.6816,0.2901
722,7,1002.26,379.87,51.3,8777,67.768,0.1848
723,7,993.95,379.87,51.74,9643,69.3042,0.1797
724,8,1094.63,539.82,50.44,1301,61.2606,0.3514
725,7,1077.72,539.82,50.44,11437,66.9494,0.3569
726,7,1115.23,949.68,50.86,1273,63.3936,0.2869
727,7,1129.62,1039.65,50.44,516,56.7829,0.332
728,7,1063.88,819.73,50.44,3583,38.2361,0.2892
729,7,926.47,739.75,52.65,4271,54.8349,0.2089
730,8,957.27,739.75,51.74,2540,78.0315,0.2522
731,7,1066.95,979.67,51.74,857,85.4142,0.3605
732,7,1048.11,989.67,51.74,640,33.2812,0.2202
733,6,1052.34,989.67,52.65,500,64.0,0.1827
734,6,1065.8,979.67,52.19,768,70.3125,0.3248
735,6,1083.87,979.67,51.74,769,55.3966,0.3549
736,7,1108.83,1009.66,51.74,669,53.0643,0.3608
737,7,1127.12,1059.65,49.6,478,45.6067,0.1479
738,7,1126.02,1059.65,49.6,369,57.1816,0.3197
739,6,1107.63,1039.65,52.19,428,73.1308,0.3611
740,7,1095.23,979.67,52.19,553,92.4051,0.3287
741,8,1093.24,979.67,51.3,969,96.2848,0.2927
742,8,1103.23,1029.66,48.4,1379,69.108,0.3263
743,10,1122.03,1029.66,48.4,787,77.2554,0.3565
744,8,1035.73,729.76,50.86,4459,36.0395,0.1379
745,7,884.54,669.78,40.28,6159,44.9424,0.2188
746,8,909.7,669.78,40.28,9793,67.9771,0.2482
747,8,965.2,849.72,51.74,3387,44.4346,0.2501
748,8,1045.95,869.71,51.3,4014,40.8819,0.1416
749,7,1094.04,899.7,50.86,1377,76.2527,0.1828
750,8,1058.11,849.72,46.53,6387,40.0971,0.2181
751,7,1015.38,849.72,52.19,4786,17.9482,0.1407
752,8,1021.51,859.71,52.19,2896,47.6519,0.1813
753,8,1036.96,859.71,52.65,2798,52.608999999999995,0.1484
754,8,1068.87,899.7,48.8,4177,63.6581,0.1439
755,8,1064.26,599.8,48.8,5799,57.3547,0.253
756,8,1015.38,599.8,51.3,5730,59.8429,0.21100000000000002
757,8,984.67,849.72,55.06,2451,36.1077,0.2539
758,8,980.39,849.72,56.09,2334,44.9015,0.1821
759,9,1006.09,849.72,53.59,2747,57.7721,0.142
760,9,1050.8,849.72,49.6,5530,39.132,0.1464
761,8,1039.28,889.7,50.44,1984,64.2641,0.3207
762,9,1045.58,889.7,53.59,1482,91.5655,0.3188
763,9,1058.88,989.67,53.12,887,81.6234,0.3269
764,7,1062.72,989.67,53.12,956,79.4979,0.3257
765,8,988.98,809.73,52.65,2783,81.6026,0.1395
766,8,1042.25,889.7,52.65,1461,57.2211,0.3198
767,8,1056.19,929.69,54.07,678,65.9292,0.3277
768,6,1007.81,839.72,53.59,1354,58.1979,0.1838
769,5,1005.38,839.72,53.59,1838,47.4973,0.2131
770,8,1059.65,949.68,50.44,2193,43.0461,0.1748
771,7,1055.8,939.69,50.44,2220,58.9189,0.1457
772,8,1040.39,889.7,51.3,2483,77.4869,0.3204
773,9,1038.91,939.69,53.12,1365,67.033,0.3565
774,6,1034.1,949.68,54.07,1022,75.8317,0.3582
775,7,1000.38,789.74,53.12,3816,48.218,0.2142
776,7,975.75,789.74,53.12,3634,29.1139,0.2196
777,9,978.29,889.7,57.16,1082,83.8262,0.3172
778,6,972.43,799.73,53.12,3188,52.7604,0.1418
779,6,977.89,799.73,53.12,2407,44.4537,0.2557
780,8,927.43,729.76,51.3,7988,38.4577,0.1391
781,8,874.71,729.76,54.07,5479,50.6297,0.1786
782,8,957.61,809.73,53.12,4603,52.7265,0.3241
783,7,1046.32,869.71,51.3,3726,76.9189,0.2832
784,9,1056.19,939.69,51.3,2719,67.3409,0.2549
785,7,1065.41,939.69,50.44,3064,29.8629,0.2888
786,8,1045.58,809.73,50.44,4125,42.4485,0.3188
787,6,1115.23,999.67,49.6,2910,76.1512,0.2869
788,7,1111.63,959.68,48.8,3115,88.1862,0.2879
789,8,1051.13,799.73,37.51,9733,59.4575,0.1762
790,9,963.82,369.88,37.51,34597,74.6279,0.2147
791,9,976.23,369.88,48.02,13242,59.4397,0.1413
792,8,1035.21,859.71,51.3,4419,79.5429,0.2862
793,8,1075.41,939.69,50.44,2087,75.6588,0.2504
794,10,1103.63,999.67,50.44,1512,92.0635,0.2537
795,8,1119.63,1039.65,50.02,1317,88.2308,0.2977
796,8,1089.25,819.73,50.02,4895,32.7273,0.2825
797,8,1084.25,819.73,48.8,7072,25.905,0.3193
798,8,1042.73,849.72,48.8,4646,60.2023,0.1475
799,8,1043.36,849.72,51.3,3500,73.0286,0.142
800,9,1103.48,939.69,49.2,2413,78.6987,0.3137
801,7,1116.83,939.69,48.4,1752,88.4703,0.2865
802,7,1120.03,999.67,49.2,1800,68.8889,0.25
803,7,1106.43,999.67,49.2,1807,62.4239,0.3254
804,6,1107.63,1009.66,48.8,1279,78.8898,0.325
805,7,1109.23,1029.66,48.8,1132,79.7703,0.3246
806,8,1122.83,1029.66,50.02,1018,82.4165,0.3206
807,7,1114.03,859.71,48.8,3445,66.1829,0.2873
808,6,1022.25,789.74,50.86,3687,52.7529,0.2536
809,7,1045.95,789.74,50.02,4476,69.8838,0.2479
810,5,1128.82,949.68,49.2,2106,77.113,0.3189
811,9,1149.2,1069.64,48.4,1040,88.0769,0.3263
812,8,1080.04,849.72,50.02,2847,57.1479,0.2963
813,6,1081.18,849.72,49.6,3066,53.8813,0.2846
814,7,1090.79,919.69,49.6,2169,54.6796,0.2821
815,6,1061.57,919.69,50.86,1397,63.9227,0.3261
816,8,1128.42,919.69,47.26,2336,38.0137,0.319
817,8,1123.38,959.68,49.2,1830,88.3607,0.2226
818,7,1050.8,799.73,49.2,3964,61.1251,0.183
819,7,953.82,769.74,47.63,7304,47.8642,0.1808
820,8,924.85,789.74,55.57,4180,40.7895,0.2093
821,6,975.75,769.74,50.86,3713,33.2615,0.3294
822,7,1081.95,849.72,49.6,3405,67.6065,0.3199
823,7,1114.83,999.67,47.26,2068,82.1083,0.3229
824,8,1031.88,799.73,47.26,7549,41.3962,0.2872
825,7,947.62,799.73,50.02,4382,60.3834,0.1456
826,7,1052.61,809.73,50.02,3465,41.4141,0.2463
827,9,1106.83,959.68,49.6,2813,88.7664,0.2891
828,9,1127.54,959.68,48.02,2068,93.6654,0.2956
829,7,1139.62,1049.65,48.02,1497,81.6299,0.2808
830,7,1087.33,899.7,49.2,4032,79.5139,0.1415
831,8,1079.64,899.7,49.2,4025,82.9814,0.2594
832,9,1119.23,929.69,49.2,2588,52.7434,0.2502
833,8,1129.22,929.69,49.2,1684,71.9121,0.2125
834,7,1125.04,1029.66,49.6,1266,56.6351,0.2963
835,8,1076.56,819.73,49.6,4660,49.9785,0.2858
836,8,1067.34,819.73,49.6,4294,43.8519,0.2162
837,8,1110.03,999.67,49.6,2122,94.0622,0.2883
838,9,1114.43,999.67,49.6,2236,97.0036,0.2872
839,7,1116.43,1029.66,49.2,1603,86.5253,0.2866
840,8,1025.73,739.75,49.2,5727,52.8025,0.2437
841,9,886.8,729.76,53.12,3858,72.7061,0.1819
842,9,945.2,739.75,51.3,4985,63.4704,0.1459
843,8,1108.83,969.68,49.2,2858,85.0945,0.2525
844,9,1154.2,1019.66,47.26,2703,88.3093,0.2527
845,7,1163.36,1029.66,47.26,2172,80.7551,0.2507
846,9,1145.87,1049.65,49.6,1125,91.2889,0.2545
847,6,1011.45,909.7,55.06,1079,55.2363,0.2119
848,6,1021.45,909.7,54.56,1003,34.8953,0.1748
849,6,1025.21,939.69,54.56,1064,41.4474,0.1806
850,7,1037.06,939.69,53.12,1087,38.9144,0.2143
851,5,1065.03,969.68,53.12,684,60.0877,0.1445
852,7,1055.03,959.68,53.12,576,71.0069,0.2187
853,7,1046.32,959.68,53.12,631,69.7306,0.177
854,8,1073.49,1009.66,52.65,846,70.0946,0.1791
855,7,995.03,919.69,56.09,552,67.7536,0.2154
856,8,959.68,889.7,58.27,822,69.2214,0.2156
857,8,924.53,769.74,60.02,1167,59.0403,0.2094
858,8,889.39,749.75,57.16,1143,20.385,0.2108
859,6,968.99,749.75,54.56,2275,47.6484,0.2491
860,6,1012.26,929.69,54.56,743,71.3324,0.1829
861,6,958.65,859.71,58.84,1083,72.6685,0.2158
862,8,931.69,809.73,56.09,1457,38.5038,0.2504
863,6,976.92,809.73,56.09,1514,36.79,0.1765
864,7,975.88,869.71,56.09,1000,15.8,0.212
865,7,936.69,859.71,59.43,965,30.4663,0.2135
866,7,935.02,859.71,60.63,851,61.9271,0.2139
867,6,920.66,809.73,60.63,752,44.9468,0.2102
868,7,919.05,809.73,61.24,802,52.9925,0.2106
869,8,934.36,869.71,61.24,611,77.7414,0.2141
870,7,931.69,819.73,58.84,848,43.3962,0.2504
871,9,940.72,819.73,58.27,1590,27.1698,0.2566
872,6,976.46,869.71,57.16,515,74.9515,0.2195
873,7,992.17,899.7,56.62,696,75.5747,0.21600000000000003
874,8,937.69,859.71,59.43,654,46.9419,0.2133
875,7,899.38,829.72,63.18,591,61.5905,0.1793
876,5,918.4,819.73,57.16,1586,34.3001,0.2107
877,7,987.17,819.73,55.06,1028,32.4903,0.2171
878,6,1028.55,969.68,55.06,517,86.2669,0.1801
879,8,1033.73,979.67,55.06,485,86.8041,0.215
880,8,998.95,849.72,55.06,1273,25.215999999999998,0.1788
881,8,961.06,849.72,55.57,1844,29.9892,0.2153
882,7,959.68,899.7,59.43,500,89.2,0.2156
883,7,951.41,899.7,59.43,535,80.1869,0.2175
884,7,945.68,899.7,60.02,620,88.0645,0.2115
885,7,929.36,859.71,60.02,674,69.1395,0.2152
886,6,866.27,769.74,59.43,1024,35.6445,0.2525
887,4,939.35,769.74,56.09,1047,32.3782,0.1774
888,7,964.51,829.72,56.09,1560,35.7051,0.1788
889,7,955.89,819.73,55.57,1039,42.6372,0.1443
890,7,1016.09,829.72,55.57,1325,44.6792,0.2109
891,9,970.71,879.71,56.62,452,19.2478,0.1421
892,8,942.02,879.71,59.43,235,60.8511,0.2477
893,7,927.69,809.73,59.43,928,27.694000000000003,0.2156
894,8,959.34,809.73,57.16,930,36.2366,0.1797
895,8,922.92,729.76,57.71,1766,24.4054,0.1398
896,5,949.68,729.76,53.59,2921,6.8812,0.2106
897,6,1046.96,939.69,53.59,397,62.9723,0.2204
898,6,977.17,889.7,56.09,979,62.8192,0.2193
899,8,930.69,859.71,60.02,803,70.9838,0.2149
900,7,930.02,849.72,58.84,572,79.3706,0.1792
901,6,977.95,849.72,56.62,899,79.9778,0.2116
902,7,971.74,899.7,56.62,1115,44.9327,0.2129
903,8,953.82,899.7,60.02,551,96.0073,0.2169
904,8,920.66,789.74,60.02,1144,38.1993,0.2453
905,6,918.73,789.74,59.43,1563,30.8381,0.2458
906,6,941.69,869.71,59.43,768,75.5208,0.2124
907,8,918.69,849.72,59.43,765,56.3399,0.254
908,6,883.77,749.75,58.27,1669,28.9395,0.2475
909,5,949.34,749.75,54.07,3634,34.1497,0.2179
910,12,487.67,459.85,62.52,2869,69.7107,0.1367
911,10,487.67,469.84,115.42,60,15.0,0.1367
912,10,482.84,459.85,120.04,39,20.5128,0.3107
913,11,473.61,429.86,65.24,2517,77.9897,0.2077
914,13,474.76,429.86,44.46,20993,69.0754,0.1381
915,13,477.71,439.85,44.46,19991,70.1216,0.1373
916,11,462.7,439.85,65.96,2231,76.6024,0.2058
917,11,456.25,439.85,125.04,25,32.0,0.27399999999999997
918,12,462.07,439.85,125.04,17,47.0588,0.1374
919,10,464.52,449.85,125.04,20,25.0,0.3472
920,10,459.05,429.86,117.69,69,20.2899,0.3458
921,10,452.19,429.86,117.69,40,35.0,0.311
922,11,453.08,439.85,127.7,7,42.8571,0.1358
923,11,453.13,439.85,127.7,16,56.25,0.1379
924,11,448.76,429.86,127.7,27,37.037,0.1393
925,12,448.29,429.86,125.04,24,20.8333,0.244
926,11,447.35,429.86,125.04,19,15.7895,0.1746
927,13,434.18,419.86,130.48,31,16.129,0.1375
928,13,435.61,419.86,127.7,27,11.1111,0.1391
929,12,445.39,429.86,127.7,33,21.2121,0.1727
930,12,442.58,419.86,125.04,36,25.0,0.2054
931,12,442.88,419.86,122.49,87,16.092,0.1711
932,12,459.5,409.86,65.24,5062,98.7554,0.1527
933,11,428.71,359.88,65.24,7083,95.228,0.1912
934,12,372.08,339.89,142.9,22,45.4545,0.2792
935,12,375.72,339.89,75.97,1358,66.3476,0.2765
936,13,405.0,339.89,49.2,14424,74.3206,0.2743
937,13,405.84,339.89,49.2,13313,74.6488,0.308
938,12,414.15,369.88,71.45,1661,32.0891,0.138
939,15,446.47,359.88,48.8,16707,75.4354,0.1378
940,15,463.88,359.88,47.63,15113,66.2145,0.2086
941,13,449.85,359.88,47.63,14596,67.0595,0.2394
942,13,440.16,419.86,127.7,14,28.5714,0.1748
943,12,446.93,419.86,127.7,51,15.6863,0.2065
944,12,449.07,419.86,127.7,87,11.4943,0.174
945,12,453.29,419.86,127.7,78,14.1026,0.1379
946,11,450.0,429.86,127.7,39,17.9487,0.1368
947,11,453.66,399.87,65.96,2149,77.6175,0.1749
948,12,459.53,399.87,65.96,2100,76.0952,0.2073
949,11,452.35,429.86,125.04,35,25.7143,0.1382
950,11,443.34,429.86,130.48,26,7.6923,0.3418
951,11,441.67,429.86,130.48,11,18.1818,0.1372
952,11,452.19,399.87,69.79,3699,67.3155,0.311
953,14,444.93,399.87,69.79,1740,70.1149,0.1729
954,13,458.91,419.86,64.54,3196,30.6633,0.1362
955,12,455.79,419.86,64.54,8094,65.11,0.1371
956,12,453.13,419.86,122.49,96,8.3333,0.3103
957,11,451.39,419.86,122.49,105,15.2381,0.2045
958,12,451.57,429.86,67.44,1992,67.1687,0.17300000000000001
959,13,446.68,399.87,67.44,4046,88.1611,0.2239
960,14,429.37,389.87,71.45,1678,86.1144,0.1127
961,12,444.31,389.87,71.45,1622,77.312,0.2078
962,12,459.05,439.85,122.49,62,6.4516,0.1729
963,10,463.65,439.85,122.49,62,9.6774,0.1369
964,11,461.91,439.85,125.04,30,16.6667,0.1718
965,12,463.81,439.85,125.04,18,22.2222,0.1711
